"layer_from","node_from","layer_to","node_to","trial_number","weight"
6,1,5,1,480,1
4,10,7,10,480,0.901628286948602
6,10,7,10,480,0.96299391606049
7,10,4,10,480,0.901628286948602
7,10,6,10,480,0.96299391606049
7,10,5,10,480,0.92375797722717
5,10,7,10,480,0.92375797722717
6,12,3,12,480,0.890714569636423
3,12,6,12,480,0.890714569636423
3,12,4,12,480,0.932109694280795
3,12,5,12,480,0.901156001087975
3,12,1,12,480,0.87645361381956
4,12,3,12,480,0.932109694280795
5,12,3,12,480,0.901156001087975
1,12,6,12,480,0.844602368427358
1,12,3,12,480,0.87645361381956
1,12,4,12,480,0.853824028541735
1,12,5,12,480,0.844756442661504
2,14,4,14,480,0.86588315293041
2,14,1,14,480,0.860990451384097
4,14,2,14,480,0.86588315293041
1,14,2,14,480,0.860990451384097
2,17,5,17,480,0.854285428133962
2,17,6,17,480,0.846852661022826
2,17,3,17,480,0.894390241787489
5,17,2,17,480,0.854285428133962
6,17,2,17,480,0.846852661022826
3,17,2,17,480,0.894390241787489
7,35,3,35,480,0.868329291910349
3,35,7,35,480,0.868329291910349
7,8,2,8,480,0.834515141041825
7,8,1,8,480,0.837149498987334
2,8,7,8,480,0.834515141041825
1,8,7,8,480,0.837149498987334
4,1,1,1,481,0.853824028541735
4,1,5,1,481,0.992191767955393
4,1,6,1,481,0.95043834059757
5,1,1,1,481,0.844756442661504
5,1,4,1,481,0.992191767955393
5,1,6,1,481,1
6,1,1,1,481,0.844602368427358
6,1,4,1,481,0.95043834059757
6,1,5,1,481,1
5,10,7,10,481,0.92375797722717
4,10,7,10,481,0.901628286948602
7,10,5,10,481,0.92375797722717
7,10,4,10,481,0.901628286948602
7,10,6,10,481,0.96299391606049
6,10,7,10,481,0.96299391606049
3,12,5,12,481,0.901156001087975
3,12,4,12,481,0.932109694280795
3,12,6,12,481,0.890714569636423
3,12,1,12,481,0.87645361381956
5,12,3,12,481,0.901156001087975
4,12,3,12,481,0.932109694280795
6,12,3,12,481,0.890714569636423
1,12,3,12,481,0.87645361381956
1,12,5,12,481,0.844756442661504
1,12,4,12,481,0.853824028541735
1,12,6,12,481,0.844602368427358
2,14,4,14,481,0.86588315293041
2,14,1,14,481,0.860990451384097
4,14,2,14,481,0.86588315293041
1,14,2,14,481,0.860990451384097
3,17,2,17,481,0.894390241787489
2,17,3,17,481,0.894390241787489
2,17,5,17,481,0.854285428133962
2,17,6,17,481,0.846852661022826
5,17,2,17,481,0.854285428133962
6,17,2,17,481,0.846852661022826
3,35,7,35,481,0.868329291910349
7,35,3,35,481,0.868329291910349
7,8,2,8,481,0.834515141041825
7,8,1,8,481,0.837149498987334
2,8,7,8,481,0.834515141041825
1,8,7,8,481,0.837149498987334
4,1,1,1,482,0.853824028541735
4,1,6,1,482,0.95043834059757
4,1,5,1,482,0.992191767955393
6,1,1,1,482,0.844602368427358
6,1,4,1,482,0.95043834059757
6,1,5,1,482,1
5,1,1,1,482,0.844756442661504
5,1,4,1,482,0.992191767955393
5,1,6,1,482,1
6,10,7,10,482,0.96299391606049
4,10,7,10,482,0.901628286948602
7,10,6,10,482,0.96299391606049
7,10,4,10,482,0.901628286948602
7,10,5,10,482,0.92375797722717
5,10,7,10,482,0.92375797722717
6,12,3,12,482,0.890714569636423
4,12,3,12,482,0.932109694280795
5,12,3,12,482,0.901156001087975
3,12,6,12,482,0.890714569636423
3,12,4,12,482,0.932109694280795
3,12,5,12,482,0.901156001087975
3,12,1,12,482,0.87645361381956
1,12,6,12,482,0.844602368427358
1,12,4,12,482,0.853824028541735
1,12,5,12,482,0.844756442661504
1,12,3,12,482,0.87645361381956
2,14,4,14,482,0.86588315293041
2,14,1,14,482,0.860990451384097
4,14,2,14,482,0.86588315293041
1,14,2,14,482,0.860990451384097
2,17,5,17,482,0.854285428133962
2,17,6,17,482,0.846852661022826
2,17,3,17,482,0.894390241787489
5,17,2,17,482,0.854285428133962
6,17,2,17,482,0.846852661022826
3,17,2,17,482,0.894390241787489
3,35,7,35,482,0.868329291910349
7,35,3,35,482,0.868329291910349
7,8,1,8,482,0.837149498987334
7,8,2,8,482,0.834515141041825
1,8,7,8,482,0.837149498987334
2,8,7,8,482,0.834515141041825
4,1,1,1,483,0.853824028541735
4,1,5,1,483,0.992191767955393
4,1,6,1,483,0.95043834059757
5,1,1,1,483,0.844756442661504
5,1,4,1,483,0.992191767955393
5,1,6,1,483,1
6,1,1,1,483,0.844602368427358
6,1,4,1,483,0.95043834059757
6,1,5,1,483,1
6,10,7,10,483,0.96299391606049
5,10,7,10,483,0.92375797722717
7,10,6,10,483,0.96299391606049
7,10,5,10,483,0.92375797722717
7,10,4,10,483,0.901628286948602
4,10,7,10,483,0.901628286948602
3,12,6,12,483,0.890714569636423
3,12,5,12,483,0.901156001087975
3,12,4,12,483,0.932109694280795
3,12,1,12,483,0.87645361381956
6,12,3,12,483,0.890714569636423
5,12,3,12,483,0.901156001087975
4,12,3,12,483,0.932109694280795
1,12,3,12,483,0.87645361381956
1,12,6,12,483,0.844602368427358
1,12,5,12,483,0.844756442661504
1,12,4,12,483,0.853824028541735
2,14,4,14,483,0.86588315293041
2,14,1,14,483,0.860990451384097
4,14,2,14,483,0.86588315293041
1,14,2,14,483,0.860990451384097
6,17,2,17,483,0.846852661022826
2,17,6,17,483,0.846852661022826
2,17,5,17,483,0.854285428133962
2,17,3,17,483,0.894390241787489
5,17,2,17,483,0.854285428133962
3,17,2,17,483,0.894390241787489
3,35,7,35,483,0.868329291910349
7,35,3,35,483,0.868329291910349
7,8,1,8,483,0.837149498987334
7,8,2,8,483,0.834515141041825
1,8,7,8,483,0.837149498987334
2,8,7,8,483,0.834515141041825
4,1,1,1,484,0.853824028541735
4,1,5,1,484,0.992191767955393
4,1,6,1,484,0.95043834059757
5,1,1,1,484,0.844756442661504
5,1,4,1,484,0.992191767955393
5,1,6,1,484,1
6,1,1,1,484,0.844602368427358
6,1,4,1,484,0.95043834059757
6,1,5,1,484,1
6,10,7,10,484,0.96299391606049
5,10,7,10,484,0.92375797722717
7,10,6,10,484,0.96299391606049
7,10,5,10,484,0.92375797722717
7,10,4,10,484,0.901628286948602
4,10,7,10,484,0.901628286948602
4,12,3,12,484,0.932109694280795
5,12,3,12,484,0.901156001087975
3,12,4,12,484,0.932109694280795
3,12,5,12,484,0.901156001087975
3,12,6,12,484,0.890714569636423
3,12,1,12,484,0.87645361381956
6,12,3,12,484,0.890714569636423
1,12,4,12,484,0.853824028541735
1,12,5,12,484,0.844756442661504
1,12,3,12,484,0.87645361381956
1,12,6,12,484,0.844602368427358
2,14,4,14,484,0.86588315293041
2,14,1,14,484,0.860990451384097
4,14,2,14,484,0.86588315293041
1,14,2,14,484,0.860990451384097
2,17,6,17,484,0.846852661022826
2,17,5,17,484,0.854285428133962
2,17,3,17,484,0.894390241787489
6,17,2,17,484,0.846852661022826
5,17,2,17,484,0.854285428133962
3,17,2,17,484,0.894390241787489
3,35,7,35,484,0.868329291910349
7,35,3,35,484,0.868329291910349
2,8,7,8,484,0.834515141041825
7,8,2,8,484,0.834515141041825
7,8,1,8,484,0.837149498987334
1,8,7,8,484,0.837149498987334
6,1,1,1,485,0.844602368427358
6,1,5,1,485,1
6,1,4,1,485,0.95043834059757
5,1,1,1,485,0.844756442661504
5,1,6,1,485,1
5,1,4,1,485,0.992191767955393
4,1,1,1,485,0.853824028541735
4,1,6,1,485,0.95043834059757
4,1,5,1,485,0.992191767955393
6,10,7,10,485,0.96299391606049
4,10,7,10,485,0.901628286948602
7,10,6,10,485,0.96299391606049
7,10,4,10,485,0.901628286948602
7,10,5,10,485,0.92375797722717
5,10,7,10,485,0.92375797722717
6,12,3,12,485,0.890714569636423
5,12,3,12,485,0.901156001087975
4,12,3,12,485,0.932109694280795
1,12,6,12,485,0.844602368427358
1,12,5,12,485,0.844756442661504
1,12,4,12,485,0.853824028541735
1,12,3,12,485,0.87645361381956
3,12,6,12,485,0.890714569636423
3,12,5,12,485,0.901156001087975
3,12,4,12,485,0.932109694280795
3,12,1,12,485,0.87645361381956
2,14,4,14,485,0.86588315293041
2,14,1,14,485,0.860990451384097
4,14,2,14,485,0.86588315293041
1,14,2,14,485,0.860990451384097
2,17,6,17,485,0.846852661022826
2,17,5,17,485,0.854285428133962
2,17,3,17,485,0.894390241787489
6,17,2,17,485,0.846852661022826
5,17,2,17,485,0.854285428133962
3,17,2,17,485,0.894390241787489
3,35,7,35,485,0.868329291910349
7,35,3,35,485,0.868329291910349
1,8,7,8,485,0.837149498987334
7,8,1,8,485,0.837149498987334
7,8,2,8,485,0.834515141041825
2,8,7,8,485,0.834515141041825
4,1,1,1,486,0.853824028541735
4,1,5,1,486,0.992191767955393
4,1,6,1,486,0.95043834059757
5,1,1,1,486,0.844756442661504
5,1,4,1,486,0.992191767955393
5,1,6,1,486,1
6,1,1,1,486,0.844602368427358
6,1,4,1,486,0.95043834059757
6,1,5,1,486,1
5,10,7,10,486,0.92375797722717
6,10,7,10,486,0.96299391606049
7,10,5,10,486,0.92375797722717
7,10,6,10,486,0.96299391606049
7,10,4,10,486,0.901628286948602
4,10,7,10,486,0.901628286948602
3,12,6,12,486,0.890714569636423
3,12,4,12,486,0.932109694280795
3,12,5,12,486,0.901156001087975
3,12,1,12,486,0.87645361381956
6,12,3,12,486,0.890714569636423
4,12,3,12,486,0.932109694280795
5,12,3,12,486,0.901156001087975
1,12,3,12,486,0.87645361381956
1,12,6,12,486,0.844602368427358
1,12,4,12,486,0.853824028541735
1,12,5,12,486,0.844756442661504
2,14,4,14,486,0.86588315293041
2,14,1,14,486,0.860990451384097
4,14,2,14,486,0.86588315293041
1,14,2,14,486,0.860990451384097
6,17,2,17,486,0.846852661022826
2,17,6,17,486,0.846852661022826
2,17,5,17,486,0.854285428133962
2,17,3,17,486,0.894390241787489
5,17,2,17,486,0.854285428133962
3,17,2,17,486,0.894390241787489
3,35,7,35,486,0.868329291910349
7,35,3,35,486,0.868329291910349
7,8,1,8,486,0.837149498987334
7,8,2,8,486,0.834515141041825
1,8,7,8,486,0.837149498987334
2,8,7,8,486,0.834515141041825
4,1,1,1,487,0.853824028541735
4,1,5,1,487,0.992191767955393
4,1,6,1,487,0.95043834059757
5,1,1,1,487,0.844756442661504
5,1,4,1,487,0.992191767955393
5,1,6,1,487,1
6,1,1,1,487,0.844602368427358
6,1,4,1,487,0.95043834059757
6,1,5,1,487,1
4,10,7,10,487,0.901628286948602
6,10,7,10,487,0.96299391606049
7,10,4,10,487,0.901628286948602
7,10,6,10,487,0.96299391606049
7,10,5,10,487,0.92375797722717
5,10,7,10,487,0.92375797722717
3,12,6,12,487,0.890714569636423
3,12,5,12,487,0.901156001087975
3,12,4,12,487,0.932109694280795
3,12,1,12,487,0.87645361381956
6,12,3,12,487,0.890714569636423
5,12,3,12,487,0.901156001087975
4,12,3,12,487,0.932109694280795
1,12,3,12,487,0.87645361381956
1,12,6,12,487,0.844602368427358
1,12,5,12,487,0.844756442661504
1,12,4,12,487,0.853824028541735
2,14,4,14,487,0.86588315293041
2,14,1,14,487,0.860990451384097
4,14,2,14,487,0.86588315293041
1,14,2,14,487,0.860990451384097
2,17,5,17,487,0.854285428133962
2,17,6,17,487,0.846852661022826
2,17,3,17,487,0.894390241787489
5,17,2,17,487,0.854285428133962
6,17,2,17,487,0.846852661022826
3,17,2,17,487,0.894390241787489
3,35,7,35,487,0.868329291910349
7,35,3,35,487,0.868329291910349
7,8,2,8,487,0.834515141041825
7,8,1,8,487,0.837149498987334
2,8,7,8,487,0.834515141041825
1,8,7,8,487,0.837149498987334
4,1,1,1,488,0.853824028541735
4,1,5,1,488,0.992191767955393
4,1,6,1,488,0.95043834059757
5,1,1,1,488,0.844756442661504
5,1,4,1,488,0.992191767955393
5,1,6,1,488,1
6,1,1,1,488,0.844602368427358
6,1,4,1,488,0.95043834059757
6,1,5,1,488,1
6,10,7,10,488,0.96299391606049
5,10,7,10,488,0.92375797722717
7,10,6,10,488,0.96299391606049
7,10,5,10,488,0.92375797722717
7,10,4,10,488,0.901628286948602
4,10,7,10,488,0.901628286948602
3,12,6,12,488,0.890714569636423
3,12,5,12,488,0.901156001087975
3,12,4,12,488,0.932109694280795
3,12,1,12,488,0.87645361381956
6,12,3,12,488,0.890714569636423
5,12,3,12,488,0.901156001087975
4,12,3,12,488,0.932109694280795
1,12,3,12,488,0.87645361381956
1,12,6,12,488,0.844602368427358
1,12,5,12,488,0.844756442661504
1,12,4,12,488,0.853824028541735
2,14,4,14,488,0.86588315293041
2,14,1,14,488,0.860990451384097
4,14,2,14,488,0.86588315293041
1,14,2,14,488,0.860990451384097
2,17,6,17,488,0.846852661022826
2,17,5,17,488,0.854285428133962
2,17,3,17,488,0.894390241787489
6,17,2,17,488,0.846852661022826
5,17,2,17,488,0.854285428133962
3,17,2,17,488,0.894390241787489
3,35,7,35,488,0.868329291910349
7,35,3,35,488,0.868329291910349
2,8,7,8,488,0.834515141041825
7,8,2,8,488,0.834515141041825
7,8,1,8,488,0.837149498987334
1,8,7,8,488,0.837149498987334
6,1,1,1,489,0.844602368427358
6,1,5,1,489,1
6,1,4,1,489,0.95043834059757
5,1,1,1,489,0.844756442661504
5,1,6,1,489,1
5,1,4,1,489,0.992191767955393
4,1,1,1,489,0.853824028541735
4,1,6,1,489,0.95043834059757
4,1,5,1,489,0.992191767955393
6,10,7,10,489,0.96299391606049
5,10,7,10,489,0.92375797722717
7,10,6,10,489,0.96299391606049
7,10,5,10,489,0.92375797722717
7,10,4,10,489,0.901628286948602
4,10,7,10,489,0.901628286948602
5,12,3,12,489,0.901156001087975
4,12,3,12,489,0.932109694280795
6,12,3,12,489,0.890714569636423
3,12,5,12,489,0.901156001087975
3,12,4,12,489,0.932109694280795
3,12,6,12,489,0.890714569636423
3,12,1,12,489,0.87645361381956
1,12,5,12,489,0.844756442661504
1,12,4,12,489,0.853824028541735
1,12,6,12,489,0.844602368427358
1,12,3,12,489,0.87645361381956
2,14,4,14,489,0.86588315293041
2,14,1,14,489,0.860990451384097
4,14,2,14,489,0.86588315293041
1,14,2,14,489,0.860990451384097
2,17,6,17,489,0.846852661022826
2,17,5,17,489,0.854285428133962
2,17,3,17,489,0.894390241787489
6,17,2,17,489,0.846852661022826
5,17,2,17,489,0.854285428133962
3,17,2,17,489,0.894390241787489
3,35,7,35,489,0.868329291910349
7,35,3,35,489,0.868329291910349
2,8,7,8,489,0.834515141041825
7,8,2,8,489,0.834515141041825
7,8,1,8,489,0.837149498987334
1,8,7,8,489,0.837149498987334
6,1,1,1,49,0.844602368427358
6,1,5,1,49,1
6,1,4,1,49,0.95043834059757
5,1,1,1,49,0.844756442661504
5,1,6,1,49,1
5,1,4,1,49,0.992191767955393
4,1,1,1,49,0.853824028541735
4,1,6,1,49,0.95043834059757
4,1,5,1,49,0.992191767955393
4,10,7,10,49,0.901628286948602
6,10,7,10,49,0.96299391606049
7,10,4,10,49,0.901628286948602
7,10,6,10,49,0.96299391606049
7,10,5,10,49,0.92375797722717
5,10,7,10,49,0.92375797722717
6,12,3,12,49,0.890714569636423
4,12,3,12,49,0.932109694280795
3,12,6,12,49,0.890714569636423
3,12,4,12,49,0.932109694280795
3,12,5,12,49,0.901156001087975
3,12,1,12,49,0.87645361381956
5,12,3,12,49,0.901156001087975
1,12,6,12,49,0.844602368427358
1,12,4,12,49,0.853824028541735
1,12,3,12,49,0.87645361381956
1,12,5,12,49,0.844756442661504
2,14,4,14,49,0.86588315293041
2,14,1,14,49,0.860990451384097
4,14,2,14,49,0.86588315293041
1,14,2,14,49,0.860990451384097
2,17,5,17,49,0.854285428133962
2,17,6,17,49,0.846852661022826
2,17,3,17,49,0.894390241787489
5,17,2,17,49,0.854285428133962
6,17,2,17,49,0.846852661022826
3,17,2,17,49,0.894390241787489
7,35,3,35,49,0.868329291910349
3,35,7,35,49,0.868329291910349
7,8,1,8,49,0.837149498987334
7,8,2,8,49,0.834515141041825
1,8,7,8,49,0.837149498987334
2,8,7,8,49,0.834515141041825
4,1,1,1,490,0.853824028541735
4,1,6,1,490,0.95043834059757
4,1,5,1,490,0.992191767955393
6,1,1,1,490,0.844602368427358
6,1,4,1,490,0.95043834059757
6,1,5,1,490,1
5,1,1,1,490,0.844756442661504
5,1,4,1,490,0.992191767955393
5,1,6,1,490,1
6,10,7,10,490,0.96299391606049
5,10,7,10,490,0.92375797722717
7,10,6,10,490,0.96299391606049
7,10,5,10,490,0.92375797722717
7,10,4,10,490,0.901628286948602
4,10,7,10,490,0.901628286948602
6,12,3,12,490,0.890714569636423
4,12,3,12,490,0.932109694280795
3,12,6,12,490,0.890714569636423
3,12,4,12,490,0.932109694280795
3,12,1,12,490,0.87645361381956
3,12,5,12,490,0.901156001087975
1,12,6,12,490,0.844602368427358
1,12,4,12,490,0.853824028541735
1,12,3,12,490,0.87645361381956
1,12,5,12,490,0.844756442661504
5,12,3,12,490,0.901156001087975
2,14,4,14,490,0.86588315293041
2,14,1,14,490,0.860990451384097
4,14,2,14,490,0.86588315293041
1,14,2,14,490,0.860990451384097
6,17,2,17,490,0.846852661022826
2,17,6,17,490,0.846852661022826
2,17,5,17,490,0.854285428133962
2,17,3,17,490,0.894390241787489
5,17,2,17,490,0.854285428133962
3,17,2,17,490,0.894390241787489
3,35,7,35,490,0.868329291910349
7,35,3,35,490,0.868329291910349
1,8,7,8,490,0.837149498987334
7,8,1,8,490,0.837149498987334
7,8,2,8,490,0.834515141041825
2,8,7,8,490,0.834515141041825
6,1,1,1,491,0.844602368427358
6,1,5,1,491,1
6,1,4,1,491,0.95043834059757
5,1,1,1,491,0.844756442661504
5,1,6,1,491,1
5,1,4,1,491,0.992191767955393
4,1,1,1,491,0.853824028541735
4,1,6,1,491,0.95043834059757
4,1,5,1,491,0.992191767955393
4,10,7,10,491,0.901628286948602
5,10,7,10,491,0.92375797722717
7,10,4,10,491,0.901628286948602
7,10,5,10,491,0.92375797722717
7,10,6,10,491,0.96299391606049
6,10,7,10,491,0.96299391606049
3,12,4,12,491,0.932109694280795
3,12,5,12,491,0.901156001087975
3,12,6,12,491,0.890714569636423
3,12,1,12,491,0.87645361381956
4,12,3,12,491,0.932109694280795
5,12,3,12,491,0.901156001087975
6,12,3,12,491,0.890714569636423
1,12,3,12,491,0.87645361381956
1,12,4,12,491,0.853824028541735
1,12,5,12,491,0.844756442661504
1,12,6,12,491,0.844602368427358
2,14,4,14,491,0.86588315293041
2,14,1,14,491,0.860990451384097
4,14,2,14,491,0.86588315293041
1,14,2,14,491,0.860990451384097
6,17,2,17,491,0.846852661022826
2,17,6,17,491,0.846852661022826
2,17,5,17,491,0.854285428133962
2,17,3,17,491,0.894390241787489
5,17,2,17,491,0.854285428133962
3,17,2,17,491,0.894390241787489
3,35,7,35,491,0.868329291910349
7,35,3,35,491,0.868329291910349
2,8,7,8,491,0.834515141041825
7,8,2,8,491,0.834515141041825
7,8,1,8,491,0.837149498987334
1,8,7,8,491,0.837149498987334
4,1,1,1,492,0.853824028541735
4,1,5,1,492,0.992191767955393
4,1,6,1,492,0.95043834059757
5,1,1,1,492,0.844756442661504
5,1,4,1,492,0.992191767955393
5,1,6,1,492,1
6,1,1,1,492,0.844602368427358
6,1,4,1,492,0.95043834059757
6,1,5,1,492,1
6,10,7,10,492,0.96299391606049
5,10,7,10,492,0.92375797722717
7,10,6,10,492,0.96299391606049
7,10,5,10,492,0.92375797722717
7,10,4,10,492,0.901628286948602
4,10,7,10,492,0.901628286948602
3,12,5,12,492,0.901156001087975
3,12,4,12,492,0.932109694280795
3,12,6,12,492,0.890714569636423
3,12,1,12,492,0.87645361381956
5,12,3,12,492,0.901156001087975
4,12,3,12,492,0.932109694280795
6,12,3,12,492,0.890714569636423
1,12,3,12,492,0.87645361381956
1,12,5,12,492,0.844756442661504
1,12,4,12,492,0.853824028541735
1,12,6,12,492,0.844602368427358
2,14,4,14,492,0.86588315293041
2,14,1,14,492,0.860990451384097
4,14,2,14,492,0.86588315293041
1,14,2,14,492,0.860990451384097
2,17,6,17,492,0.846852661022826
2,17,5,17,492,0.854285428133962
2,17,3,17,492,0.894390241787489
6,17,2,17,492,0.846852661022826
5,17,2,17,492,0.854285428133962
3,17,2,17,492,0.894390241787489
3,35,7,35,492,0.868329291910349
7,35,3,35,492,0.868329291910349
7,8,2,8,492,0.834515141041825
7,8,1,8,492,0.837149498987334
2,8,7,8,492,0.834515141041825
1,8,7,8,492,0.837149498987334
4,1,1,1,493,0.853824028541735
4,1,6,1,493,0.95043834059757
4,1,5,1,493,0.992191767955393
6,1,1,1,493,0.844602368427358
6,1,4,1,493,0.95043834059757
6,1,5,1,493,1
5,1,1,1,493,0.844756442661504
5,1,4,1,493,0.992191767955393
5,1,6,1,493,1
4,10,7,10,493,0.901628286948602
6,10,7,10,493,0.96299391606049
7,10,4,10,493,0.901628286948602
7,10,6,10,493,0.96299391606049
7,10,5,10,493,0.92375797722717
5,10,7,10,493,0.92375797722717
6,12,3,12,493,0.890714569636423
4,12,3,12,493,0.932109694280795
3,12,6,12,493,0.890714569636423
3,12,4,12,493,0.932109694280795
3,12,5,12,493,0.901156001087975
3,12,1,12,493,0.87645361381956
5,12,3,12,493,0.901156001087975
1,12,6,12,493,0.844602368427358
1,12,4,12,493,0.853824028541735
1,12,3,12,493,0.87645361381956
1,12,5,12,493,0.844756442661504
2,14,4,14,493,0.86588315293041
2,14,1,14,493,0.860990451384097
4,14,2,14,493,0.86588315293041
1,14,2,14,493,0.860990451384097
2,17,6,17,493,0.846852661022826
2,17,5,17,493,0.854285428133962
2,17,3,17,493,0.894390241787489
6,17,2,17,493,0.846852661022826
5,17,2,17,493,0.854285428133962
3,17,2,17,493,0.894390241787489
7,35,3,35,493,0.868329291910349
3,35,7,35,493,0.868329291910349
2,8,7,8,493,0.834515141041825
7,8,2,8,493,0.834515141041825
7,8,1,8,493,0.837149498987334
1,8,7,8,493,0.837149498987334
4,1,1,1,494,0.853824028541735
4,1,6,1,494,0.95043834059757
4,1,5,1,494,0.992191767955393
6,1,1,1,494,0.844602368427358
6,1,4,1,494,0.95043834059757
6,1,5,1,494,1
5,1,1,1,494,0.844756442661504
5,1,4,1,494,0.992191767955393
5,1,6,1,494,1
4,10,7,10,494,0.901628286948602
5,10,7,10,494,0.92375797722717
7,10,4,10,494,0.901628286948602
7,10,5,10,494,0.92375797722717
7,10,6,10,494,0.96299391606049
6,10,7,10,494,0.96299391606049
6,12,3,12,494,0.890714569636423
5,12,3,12,494,0.901156001087975
4,12,3,12,494,0.932109694280795
3,12,6,12,494,0.890714569636423
3,12,5,12,494,0.901156001087975
3,12,4,12,494,0.932109694280795
3,12,1,12,494,0.87645361381956
1,12,6,12,494,0.844602368427358
1,12,5,12,494,0.844756442661504
1,12,4,12,494,0.853824028541735
1,12,3,12,494,0.87645361381956
2,14,4,14,494,0.86588315293041
2,14,1,14,494,0.860990451384097
4,14,2,14,494,0.86588315293041
1,14,2,14,494,0.860990451384097
6,17,2,17,494,0.846852661022826
2,17,6,17,494,0.846852661022826
2,17,5,17,494,0.854285428133962
2,17,3,17,494,0.894390241787489
5,17,2,17,494,0.854285428133962
3,17,2,17,494,0.894390241787489
3,35,7,35,494,0.868329291910349
7,35,3,35,494,0.868329291910349
2,8,7,8,494,0.834515141041825
7,8,2,8,494,0.834515141041825
7,8,1,8,494,0.837149498987334
1,8,7,8,494,0.837149498987334
4,1,1,1,495,0.853824028541735
4,1,6,1,495,0.95043834059757
4,1,5,1,495,0.992191767955393
6,1,1,1,495,0.844602368427358
6,1,4,1,495,0.95043834059757
6,1,5,1,495,1
5,1,1,1,495,0.844756442661504
5,1,4,1,495,0.992191767955393
5,1,6,1,495,1
4,10,7,10,495,0.901628286948602
6,10,7,10,495,0.96299391606049
7,10,4,10,495,0.901628286948602
7,10,6,10,495,0.96299391606049
7,10,5,10,495,0.92375797722717
5,10,7,10,495,0.92375797722717
5,12,3,12,495,0.901156001087975
6,12,3,12,495,0.890714569636423
4,12,3,12,495,0.932109694280795
3,12,5,12,495,0.901156001087975
3,12,6,12,495,0.890714569636423
3,12,4,12,495,0.932109694280795
3,12,1,12,495,0.87645361381956
1,12,5,12,495,0.844756442661504
1,12,6,12,495,0.844602368427358
1,12,4,12,495,0.853824028541735
1,12,3,12,495,0.87645361381956
2,14,4,14,495,0.86588315293041
2,14,1,14,495,0.860990451384097
4,14,2,14,495,0.86588315293041
1,14,2,14,495,0.860990451384097
3,17,2,17,495,0.894390241787489
2,17,3,17,495,0.894390241787489
2,17,6,17,495,0.846852661022826
2,17,5,17,495,0.854285428133962
6,17,2,17,495,0.846852661022826
5,17,2,17,495,0.854285428133962
3,35,7,35,495,0.868329291910349
7,35,3,35,495,0.868329291910349
7,8,1,8,495,0.837149498987334
7,8,2,8,495,0.834515141041825
1,8,7,8,495,0.837149498987334
2,8,7,8,495,0.834515141041825
4,1,1,1,496,0.853824028541735
4,1,5,1,496,0.992191767955393
4,1,6,1,496,0.95043834059757
5,1,1,1,496,0.844756442661504
5,1,4,1,496,0.992191767955393
5,1,6,1,496,1
6,1,1,1,496,0.844602368427358
6,1,4,1,496,0.95043834059757
6,1,5,1,496,1
4,10,7,10,496,0.901628286948602
6,10,7,10,496,0.96299391606049
7,10,4,10,496,0.901628286948602
7,10,6,10,496,0.96299391606049
7,10,5,10,496,0.92375797722717
5,10,7,10,496,0.92375797722717
4,12,3,12,496,0.932109694280795
3,12,4,12,496,0.932109694280795
3,12,5,12,496,0.901156001087975
3,12,6,12,496,0.890714569636423
3,12,1,12,496,0.87645361381956
5,12,3,12,496,0.901156001087975
6,12,3,12,496,0.890714569636423
1,12,4,12,496,0.853824028541735
1,12,3,12,496,0.87645361381956
1,12,5,12,496,0.844756442661504
1,12,6,12,496,0.844602368427358
2,14,4,14,496,0.86588315293041
2,14,1,14,496,0.860990451384097
4,14,2,14,496,0.86588315293041
1,14,2,14,496,0.860990451384097
2,17,5,17,496,0.854285428133962
2,17,6,17,496,0.846852661022826
2,17,3,17,496,0.894390241787489
5,17,2,17,496,0.854285428133962
6,17,2,17,496,0.846852661022826
3,17,2,17,496,0.894390241787489
3,35,7,35,496,0.868329291910349
7,35,3,35,496,0.868329291910349
7,8,2,8,496,0.834515141041825
7,8,1,8,496,0.837149498987334
2,8,7,8,496,0.834515141041825
1,8,7,8,496,0.837149498987334
4,1,1,1,497,0.853824028541735
4,1,6,1,497,0.95043834059757
4,1,5,1,497,0.992191767955393
6,1,1,1,497,0.844602368427358
6,1,4,1,497,0.95043834059757
6,1,5,1,497,1
5,1,1,1,497,0.844756442661504
5,1,4,1,497,0.992191767955393
5,1,6,1,497,1
5,10,7,10,497,0.92375797722717
6,10,7,10,497,0.96299391606049
7,10,5,10,497,0.92375797722717
7,10,6,10,497,0.96299391606049
7,10,4,10,497,0.901628286948602
4,10,7,10,497,0.901628286948602
3,12,5,12,497,0.901156001087975
3,12,4,12,497,0.932109694280795
3,12,6,12,497,0.890714569636423
3,12,1,12,497,0.87645361381956
5,12,3,12,497,0.901156001087975
4,12,3,12,497,0.932109694280795
6,12,3,12,497,0.890714569636423
1,12,3,12,497,0.87645361381956
1,12,5,12,497,0.844756442661504
1,12,4,12,497,0.853824028541735
1,12,6,12,497,0.844602368427358
2,14,4,14,497,0.86588315293041
2,14,1,14,497,0.860990451384097
4,14,2,14,497,0.86588315293041
1,14,2,14,497,0.860990451384097
6,17,2,17,497,0.846852661022826
2,17,6,17,497,0.846852661022826
2,17,5,17,497,0.854285428133962
2,17,3,17,497,0.894390241787489
5,17,2,17,497,0.854285428133962
3,17,2,17,497,0.894390241787489
7,35,3,35,497,0.868329291910349
3,35,7,35,497,0.868329291910349
7,8,1,8,497,0.837149498987334
7,8,2,8,497,0.834515141041825
