"node_from","layer_from","layer_to","node_to","weight","trial_num"
83,3,2,83,0.2,414
108,3,2,108,0.2,414
166,3,2,166,0.333333333333333,414
200,5,2,200,0.142857142857143,414
200,5,4,200,0.166666666666667,414
223,4,2,223,0.25,414
223,4,3,223,0.333333333333333,414
114,5,3,114,0.5,414
104,5,3,104,0.166666666666667,414
104,5,4,104,0.2,414
139,4,3,139,0.142857142857143,414
119,5,3,119,0.25,414
214,5,4,214,0.25,414
144,3,2,144,0.25,415
93,4,1,93,0.2,415
226,4,3,226,0.2,415
234,3,1,234,0.5,415
138,3,2,138,0.2,415
49,3,2,49,0.25,415
49,4,2,49,0.5,415
49,4,3,49,0.2,415
58,3,2,58,0.25,415
117,3,2,117,0.333333333333333,415
39,3,2,39,0.5,415
39,4,2,39,0.2,415
114,3,2,114,0.5,415
139,3,2,139,0.166666666666667,415
223,4,3,223,0.166666666666667,415
158,4,3,158,0.2,415
200,5,4,200,0.2,415
116,4,3,116,0.2,415
81,4,3,81,0.333333333333333,415
162,4,3,162,0.2,415
90,5,4,90,0.142857142857143,415
46,5,1,46,0.25,416
46,4,2,46,0.2,416
93,4,3,93,0.2,416
93,5,3,93,0.166666666666667,416
225,5,3,225,0.166666666666667,416
66,3,1,66,0.25,416
234,2,1,234,0.25,416
234,3,2,234,0.2,416
138,3,1,138,0.25,416
197,3,2,197,0.4,416
197,4,2,197,0.25,416
197,4,3,197,0.2,416
49,3,2,49,0.2,416
117,3,2,117,0.333333333333333,416
139,5,2,139,0.166666666666667,416
139,5,3,139,0.166666666666667,416
158,4,3,158,0.2,416
223,4,2,223,0.2,416
223,5,2,223,0.333333333333333,416
200,4,2,200,0.25,416
39,4,2,39,0.166666666666667,416
108,3,2,108,0.2,416
144,5,3,144,0.2,416
104,4,3,104,0.2,416
81,5,4,81,0.25,416
116,5,3,116,0.166666666666667,416
162,4,3,162,0.142857142857143,416
50,4,3,50,0.25,416
148,5,3,148,1,416
111,5,4,111,0.2,416
90,5,4,90,0.333333333333333,416
88,2,1,88,0.25,417
226,2,1,226,0.25,417
226,5,2,226,0.166666666666667,417
225,3,2,225,0.166666666666667,417
124,4,1,124,0.333333333333333,417
49,3,2,49,0.25,417
139,5,4,139,0.2,417
158,4,2,158,0.2,417
170,4,2,170,0.25,417
223,3,2,223,0.25,417
223,4,2,223,0.25,417
223,4,3,223,0.125,417
223,5,3,223,0.0909090909090909,417
144,5,3,144,0.2,417
108,3,2,108,0.166666666666667,417
117,5,3,117,0.2,417
119,4,3,119,0.166666666666667,417
162,5,3,162,0.25,417
81,4,3,81,0.111111111111111,417
213,5,3,213,0.25,417
43,2,1,43,0.2,418
93,3,1,93,0.2,418
93,5,1,93,0.5,418
93,5,3,93,0.2,418
197,2,1,197,0.142857142857143,418
197,3,1,197,0.125,418
46,2,1,46,0.2,418
46,3,1,46,0.2,418
46,5,1,46,0.2,418
46,3,2,46,0.2,418
46,4,3,46,0.2,418
46,5,4,46,0.2,418
203,3,1,203,0.2,418
225,4,1,225,0.2,418
226,4,3,226,0.0909090909090909,418
226,5,4,226,0.0909090909090909,418
83,4,3,83,0.125,418
144,3,1,144,0.333333333333333,418
144,4,2,144,0.2,418
144,4,3,144,0.166666666666667,418
88,2,1,88,0.166666666666667,418
114,5,3,114,0.166666666666667,418
117,5,2,117,0.25,418
139,5,3,139,1,418
178,5,2,178,0.333333333333333,418
138,5,3,138,0.166666666666667,418
39,3,2,39,0.166666666666667,418
200,4,2,200,0.2,418
75,4,2,75,0.25,418
204,4,3,204,0.25,418
162,5,4,162,0.333333333333333,418
43,3,1,43,0.25,419
68,3,1,68,0.5,419
68,4,1,68,0.25,419
78,2,1,78,0.333333333333333,419
138,5,1,138,0.5,419
203,3,1,203,0.333333333333333,419
165,4,1,165,0.25,419
144,4,1,144,0.25,419
144,3,2,144,0.2,419
144,5,4,144,0.2,419
46,3,2,46,0.333333333333333,419
226,5,4,226,0.5,419
49,3,2,49,0.333333333333333,419
170,4,2,170,0.2,419
58,3,2,58,0.166666666666667,419
36,3,2,36,0.2,419
93,3,2,93,0.25,419
139,4,2,139,0.166666666666667,419
169,5,2,169,0.333333333333333,419
116,5,3,116,0.25,419
116,5,4,116,0.2,419
119,4,3,119,1,419
93,3,1,93,0.2,420
93,5,3,93,0.2,420
138,5,3,138,0.166666666666667,420
197,2,1,197,0.2,420
197,4,1,197,0.333333333333333,420
234,4,2,234,0.2,420
144,4,2,144,0.2,420
203,5,3,203,0.25,420
46,2,1,46,0.2,420
46,5,2,46,0.166666666666667,420
75,2,1,75,0.166666666666667,420
75,4,3,75,0.4,420
39,3,2,39,0.142857142857143,420
39,4,3,39,0.25,420
58,3,2,58,0.25,420
223,4,3,223,0.2,420
49,4,2,49,0.166666666666667,420
94,3,2,94,0.333333333333333,420
178,5,2,178,0.2,420
178,5,3,178,0.333333333333333,420
114,5,3,114,0.142857142857143,420
83,4,3,83,0.333333333333333,420
139,4,2,139,0.333333333333333,420
139,4,3,139,0.142857142857143,420
158,4,2,158,0.25,420
162,5,4,162,0.333333333333333,420
199,4,3,199,0.25,420
213,5,3,213,0.333333333333333,420
104,5,4,104,0.333333333333333,420
214,5,4,214,0.2,420
197,2,1,197,0.333333333333333,421
197,3,1,197,0.25,421
197,3,2,197,0.25,421
197,4,2,197,0.25,421
46,4,3,46,0.25,421
226,4,1,226,0.2,421
93,3,2,93,0.333333333333333,421
225,5,4,225,0.333333333333333,421
234,3,2,234,0.166666666666667,421
66,3,1,66,0.25,421
88,2,1,88,0.333333333333333,421
165,4,1,165,0.2,421
138,3,2,138,0.25,421
138,4,2,138,0.333333333333333,421
83,4,2,83,0.166666666666667,421
117,3,2,117,0.333333333333333,421
184,3,2,184,0.2,421
39,4,3,39,0.2,421
178,3,2,178,0.166666666666667,421
178,5,3,178,0.166666666666667,421
47,4,3,47,0.25,421
158,4,2,158,0.166666666666667,421
223,4,2,223,0.166666666666667,421
139,4,3,139,0.25,421
121,4,3,121,0.25,421
199,4,3,199,0.142857142857143,421
119,4,3,119,0.166666666666667,421
116,4,3,116,0.166666666666667,421
116,5,4,116,0.111111111111111,421
191,5,3,191,0.333333333333333,421
160,5,3,160,0.25,421
78,2,1,78,0.25,422
83,2,1,83,0.25,422
83,3,1,83,0.2,422
83,3,2,83,0.166666666666667,422
197,4,2,197,0.333333333333333,422
234,3,1,234,0.111111111111111,422
234,3,2,234,0.2,422
234,4,2,234,0.4,422
234,4,3,234,0.125,422
203,3,1,203,0.333333333333333,422
124,4,1,124,0.2,422
184,3,2,184,0.2,422
144,5,2,144,0.25,422
108,3,2,108,0.125,422
139,5,4,139,0.2,422
39,3,2,39,0.142857142857143,422
39,4,3,39,0.166666666666667,422
225,4,3,225,0.142857142857143,422
223,5,3,223,1,422
226,4,2,226,0.2,422
119,4,3,119,0.2,422
104,5,4,104,0.333333333333333,422
43,3,1,43,0.142857142857143,423
138,2,1,138,0.25,423
226,3,2,226,0.25,423
226,5,3,226,0.2,423
46,5,1,46,0.333333333333333,423
46,4,2,46,0.333333333333333,423
78,2,1,78,0.5,423
203,3,1,203,1,423
234,3,2,234,0.142857142857143,423
93,4,1,93,0.125,423
68,4,3,68,0.25,423
225,5,2,225,0.142857142857143,423
75,4,2,75,0.333333333333333,423
83,2,1,83,0.25,423
197,3,2,197,0.25,423
144,4,3,144,0.2,423
178,5,2,178,0.25,423
200,4,2,200,0.5,423
223,4,2,223,0.2,423
39,4,2,39,0.2,423
49,3,2,49,0.2,423
94,3,2,94,0.25,423
139,3,2,139,0.25,423
139,4,2,139,0.5,423
116,4,3,116,0.125,423
116,5,3,116,0.1,423
119,4,3,119,0.285714285714286,423
119,5,3,119,0.285714285714286,423
104,5,3,104,0.25,423
148,5,3,148,0.142857142857143,423
79,5,3,79,0.333333333333333,423
158,4,3,158,0.5,423
68,4,1,68,0.5,424
124,4,1,124,0.333333333333333,424
177,5,1,177,0.25,424
197,2,1,197,0.166666666666667,424
197,4,1,197,0.25,424
234,2,1,234,0.2,424
234,4,1,234,0.25,424
234,4,2,234,0.111111111111111,424
234,4,3,234,0.1,424
46,4,1,46,0.5,424
75,5,2,75,0.125,424
75,5,4,75,0.5,424
83,2,1,83,0.333333333333333,424
83,3,2,83,0.25,424
93,4,2,93,0.4,424
93,5,4,93,0.25,424
225,2,1,225,0.5,424
226,3,1,226,0.166666666666667,424
226,4,3,226,0.2,424
139,3,2,139,0.2,424
158,4,2,158,0.25,424
223,4,2,223,0.125,424
223,4,3,223,0.2,424
200,5,2,200,0.5,424
200,5,4,200,0.2,424
162,4,3,162,0.125,424
162,5,3,162,0.142857142857143,424
104,5,3,104,0.2,424
121,4,3,121,0.2,424
204,5,3,204,0.25,424
81,5,3,81,0.25,424
81,5,4,81,0.25,424
174,5,4,174,0.142857142857143,424
234,2,1,234,0.333333333333333,425
234,4,2,234,0.166666666666667,425
144,2,1,144,0.25,425
138,4,2,138,0.333333333333333,425
138,5,2,138,0.5,425
138,4,3,138,0.25,425
138,5,4,138,0.25,425
124,4,1,124,0.2,425
83,4,2,83,0.4,425
197,4,3,197,0.333333333333333,425
223,5,3,223,0.333333333333333,425
39,4,2,39,0.2,425
117,3,2,117,0.166666666666667,425
178,5,2,178,0.25,425
49,3,2,49,0.166666666666667,425
139,5,4,139,0.25,425
116,4,3,116,0.5,425
199,4,3,199,0.5,425
144,4,1,144,0.2,426
144,5,1,144,0.25,426
46,2,1,46,0.5,426
46,4,1,46,0.5,426
197,2,1,197,0.25,426
197,3,2,197,0.2,426
197,4,3,197,0.142857142857143,426
234,2,1,234,0.5,426
234,3,1,234,0.25,426
234,3,2,234,0.333333333333333,426
234,4,3,234,0.2,426
124,4,1,124,0.333333333333333,426
165,4,1,165,0.166666666666667,426
158,3,2,158,0.142857142857143,426
223,4,2,223,0.333333333333333,426
94,3,2,94,0.166666666666667,426
117,3,2,117,0.333333333333333,426
227,3,2,227,0.25,426
138,5,2,138,0.5,426
200,5,4,200,0.333333333333333,426
49,4,2,49,0.166666666666667,426
178,5,2,178,0.25,426
39,4,3,39,0.166666666666667,426
204,4,3,204,0.333333333333333,426
138,4,1,138,0.166666666666667,427
138,5,4,138,0.2,427
46,3,1,46,0.2,427
46,4,1,46,0.142857142857143,427
46,4,2,46,0.142857142857143,427
46,4,3,46,0.5,427
75,3,1,75,0.2,427
183,4,3,183,0.4,427
197,3,1,197,0.142857142857143,427
197,4,2,197,0.333333333333333,427
197,4,3,197,0.142857142857143,427
225,4,2,225,0.333333333333333,427
68,4,1,68,0.5,427
83,4,1,83,0.2,427
83,4,2,83,0.2,427
83,4,3,83,0.142857142857143,427
49,4,2,49,0.166666666666667,427
158,3,2,158,0.2,427
184,3,2,184,0.5,427
114,3,2,114,0.166666666666667,427
223,4,2,223,0.25,427
116,4,3,116,0.1,427
116,5,3,116,0.125,427
104,5,4,104,0.333333333333333,427
162,4,3,162,0.2,427
163,5,3,163,0.2,427
213,5,3,213,0.333333333333333,427
79,5,3,79,0.2,427
119,5,4,119,0.5,427
138,3,1,138,0.166666666666667,428
138,5,2,138,0.333333333333333,428
138,5,3,138,0.166666666666667,428
144,2,1,144,0.25,428
144,4,1,144,0.166666666666667,428
144,4,2,144,0.2,428
186,4,1,186,0.333333333333333,428
197,4,2,197,0.5,428
226,2,1,226,0.333333333333333,428
226,3,1,226,0.142857142857143,428
226,4,1,226,0.25,428
226,5,3,226,0.2,428
46,3,1,46,0.25,428
83,3,2,83,1,428
225,4,2,225,0.333333333333333,428
93,2,1,93,0.25,428
93,3,2,93,0.2,428
93,4,2,93,0.125,428
47,3,2,47,0.2,428
169,5,2,169,0.333333333333333,428
200,4,2,200,0.25,428
223,3,2,223,0.2,428
234,4,3,234,0.2,428
118,5,3,118,0.333333333333333,428
162,4,3,162,0.2,428
162,5,4,162,0.142857142857143,428
104,4,3,104,0.166666666666667,428
174,5,4,174,0.333333333333333,428
214,5,4,214,1,428
46,2,1,46,0.111111111111111,429
46,4,1,46,0.2,429
46,5,1,46,0.333333333333333,429
46,4,2,46,0.428571428571428,429
46,5,2,46,0.142857142857143,429
46,5,4,46,0.333333333333333,429
83,3,2,83,0.2,429
83,4,2,83,0.25,429
225,5,1,225,0.2,429
225,4,3,225,0.333333333333333,429
225,5,4,225,0.333333333333333,429
43,2,1,43,0.25,429
144,5,4,144,0.333333333333333,429
39,4,2,39,0.125,429
158,4,2,158,0.25,429
182,4,2,182,0.333333333333333,429
184,3,2,184,0.1,429
223,5,3,223,0.25,429
227,3,2,227,0.142857142857143,429
75,4,3,75,0.142857142857143,429
117,5,3,117,0.333333333333333,429
116,4,3,116,0.2,429
116,5,3,116,0.166666666666667,429
183,4,3,183,0.2,429
118,5,3,118,0.25,429
50,4,3,50,0.25,429
148,5,3,148,0.5,429
90,5,4,90,0.333333333333333,429
214,5,4,214,0.2,429
78,2,1,78,0.142857142857143,430
138,2,1,138,0.25,430
138,3,1,138,0.166666666666667,430
138,4,1,138,0.5,430
138,3,2,138,0.142857142857143,430
88,2,1,88,0.2,430
93,3,1,93,0.2,430
226,3,1,226,0.166666666666667,430
83,4,2,83,0.2,430
234,3,2,234,0.2,430
68,4,1,68,0.166666666666667,430
43,3,2,43,0.25,430
49,3,2,49,0.166666666666667,430
144,5,4,144,0.333333333333333,430
114,5,3,114,0.333333333333333,430
200,4,2,200,0.25,430
200,5,4,200,0.25,430
223,3,2,223,0.2,430
46,5,3,46,0.25,430
162,4,3,162,0.166666666666667,430
121,4,3,121,0.333333333333333,430
104,4,3,104,0.25,430
204,4,3,204,0.2,430
214,5,4,214,0.25,430
138,4,1,138,0.285714285714286,431
138,4,3,138,0.166666666666667,431
138,5,3,138,0.2,431
138,5,4,138,0.166666666666667,431
177,5,1,177,0.333333333333333,431
66,3,1,66,0.166666666666667,431
78,2,1,78,1,431
93,3,1,93,0.5,431
93,5,2,93,1,431
203,5,3,203,0.111111111111111,431
197,2,1,197,0.25,431
197,4,1,197,0.25,431
234,3,2,234,0.25,431
46,3,1,46,0.2,431
124,4,1,124,0.333333333333333,431
226,2,1,226,0.333333333333333,431
47,3,2,47,0.142857142857143,431
96,5,2,96,0.25,431
166,3,2,166,0.4,431
49,3,2,49,0.125,431
114,5,2,114,0.25,431
117,5,3,117,0.333333333333333,431
36,3,2,36,0.25,431
170,4,2,170,0.166666666666667,431
116,5,3,116,0.333333333333333,431
79,5,3,79,0.333333333333333,431
119,4,3,119,0.2,431
139,4,3,139,0.2,431
160,5,3,160,0.25,431
204,4,3,204,0.2,431
174,5,4,174,0.25,431
90,5,4,90,0.333333333333333,431
78,2,1,78,0.333333333333333,432
234,2,1,234,0.25,432
234,4,1,234,0.25,432
234,3,2,234,0.25,432
138,4,1,138,0.166666666666667,432
138,5,3,138,0.5,432
83,4,3,83,0.2,432
225,5,3,225,0.25,432
203,5,3,203,0.0909090909090909,432
46,3,2,46,0.333333333333333,432
144,5,4,144,0.333333333333333,432
182,4,2,182,0.2,432
114,5,3,114,0.2,432
200,4,2,200,0.111111111111111,432
223,4,2,223,0.25,432
223,4,3,223,0.25,432
39,3,2,39,0.142857142857143,432
226,5,3,226,0.2,432
47,4,2,47,0.125,432
170,4,2,170,0.166666666666667,432
178,5,2,178,1,432
204,4,3,204,0.125,432
119,4,3,119,0.111111111111111,432
116,5,4,116,0.166666666666667,432
50,4,3,50,0.25,432
174,5,4,174,0.333333333333333,432
43,3,1,43,0.142857142857143,433
68,3,1,68,0.25,433
234,3,1,234,0.2,433
234,4,1,234,0.5,433
234,4,3,234,0.2,433
197,3,1,197,0.5,433
75,2,1,75,0.25,433
138,3,2,138,0.2,433
138,4,2,138,0.166666666666667,433
83,4,2,83,0.2,433
183,4,3,183,0.4,433
144,5,3,144,0.25,433
225,4,2,225,0.5,433
47,4,3,47,0.25,433
49,4,2,49,0.2,433
39,4,2,39,0.25,433
39,4,3,39,0.25,433
226,4,2,226,0.333333333333333,433
166,3,2,166,0.333333333333333,433
116,4,3,116,0.333333333333333,433
214,5,4,214,0.2,433
162,5,4,162,0.2,433
68,4,1,68,0.333333333333333,434
68,4,3,68,0.25,434
225,4,1,225,0.25,434
234,3,2,234,0.5,434
124,4,1,124,0.333333333333333,434
197,4,3,197,0.333333333333333,434
226,4,2,226,0.333333333333333,434
96,5,2,96,0.5,434
114,3,2,114,0.166666666666667,434
114,5,2,114,0.333333333333333,434
114,5,3,114,0.25,434
227,3,2,227,0.166666666666667,434
200,5,2,200,0.333333333333333,434
79,5,3,79,0.333333333333333,434
139,4,3,139,0.285714285714286,434
139,5,3,139,0.142857142857143,434
148,5,3,148,0.25,434
46,2,1,46,0.166666666666667,435
46,3,1,46,0.25,435
46,3,2,46,0.5,435
46,4,2,46,0.2,435
93,4,1,93,1,435
197,4,1,197,0.333333333333333,435
43,2,1,43,0.125,435
43,3,1,43,0.166666666666667,435
43,3,2,43,0.0909090909090909,435
75,2,1,75,0.333333333333333,435
75,5,4,75,0.25,435
144,4,2,144,0.2,435
225,2,1,225,0.25,435
226,4,1,226,0.25,435
108,3,2,108,0.2,435
223,4,3,223,0.166666666666667,435
138,4,2,138,0.142857142857143,435
158,4,3,158,0.2,435
178,5,3,178,0.166666666666667,435
81,5,4,81,0.333333333333333,435
162,4,3,162,0.285714285714286,435
162,5,4,162,0.2,435
50,4,3,50,0.666666666666667,435
68,4,1,68,0.25,436
183,3,1,183,0.166666666666667,436
197,4,1,197,0.166666666666667,436
75,3,1,75,0.333333333333333,436
75,3,2,75,0.333333333333333,436
225,3,2,225,0.333333333333333,436
225,4,2,225,0.5,436
225,4,3,225,0.25,436
234,3,2,234,0.2,436
144,4,2,144,0.25,436
46,5,2,46,0.25,436
46,4,3,46,0.166666666666667,436
227,3,2,227,0.166666666666667,436
47,3,2,47,0.1,436
47,4,3,47,0.142857142857143,436
223,4,2,223,0.25,436
223,5,4,223,0.2,436
83,4,3,83,0.166666666666667,436
49,4,3,49,0.25,436
116,4,3,116,0.142857142857143,436
119,4,3,119,0.5,436
104,4,3,104,0.333333333333333,436
111,5,4,111,0.2,436
214,5,4,214,0.5,436
43,3,1,43,0.2,437
43,3,2,43,0.125,437
46,2,1,46,0.2,437
46,5,4,46,1,437
138,4,3,138,0.125,437
138,5,3,138,0.166666666666667,437
138,5,4,138,0.2,437
226,2,1,226,0.142857142857143,437
144,5,4,144,0.2,437
139,5,4,139,0.666666666666667,437
158,3,2,158,0.333333333333333,437
227,3,2,227,0.333333333333333,437
49,4,2,49,0.25,437
108,3,2,108,0.333333333333333,437
47,4,2,47,0.333333333333333,437
166,3,2,166,0.25,437
68,4,3,68,0.25,437
116,4,3,116,0.333333333333333,437
148,5,3,148,0.333333333333333,437
204,5,3,204,0.5,437
68,4,1,68,1,438
138,3,1,138,0.2,438
138,5,4,138,0.142857142857143,438
234,3,2,234,0.2,438
234,4,3,234,0.166666666666667,438
83,4,1,83,0.2,438
183,4,1,183,0.25,438
197,3,2,197,0.25,438
225,2,1,225,0.125,438
225,4,1,225,0.142857142857143,438
225,3,2,225,0.111111111111111,438
225,4,2,225,0.285714285714286,438
225,4,3,225,0.285714285714286,438
225,5,3,225,0.166666666666667,438
144,2,1,144,0.25,438
43,2,1,43,0.2,438
46,4,2,46,0.5,438
75,4,2,75,0.5,438
36,3,2,36,0.2,438
226,5,3,226,0.333333333333333,438
58,3,2,58,0.166666666666667,438
49,4,2,49,0.2,438
94,3,2,94,0.142857142857143,438
223,5,4,223,0.2,438
96,5,2,96,0.333333333333333,438
118,5,3,118,0.25,438
162,4,3,162,1,438
160,5,3,160,0.2,438
124,4,1,124,0.166666666666667,439
234,2,1,234,0.25,439
226,5,4,226,0.5,439
75,5,4,75,0.166666666666667,439
225,3,2,225,0.2,439
46,4,3,46,0.2,439
49,4,2,49,0.25,439
49,4,3,49,0.2,439
58,3,2,58,0.2,439
94,3,2,94,0.111111111111111,439
223,3,2,223,0.142857142857143,439
223,4,2,223,0.142857142857143,439
223,5,2,223,0.25,439
223,4,3,223,0.25,439
223,5,3,223,0.166666666666667,439
223,5,4,223,0.166666666666667,439
47,4,2,47,0.333333333333333,439
108,3,2,108,0.333333333333333,439
158,3,2,158,0.125,439
166,3,2,166,0.166666666666667,439
116,5,3,116,0.2,439
162,4,3,162,0.142857142857143,439
104,4,3,104,0.166666666666667,439
121,4,3,121,0.333333333333333,439
81,5,4,81,0.2,439
46,4,3,46,0.25,440
83,2,1,83,0.333333333333333,440
93,4,1,93,0.666666666666667,440
183,4,1,183,0.2,440
226,5,1,226,0.25,440
138,4,1,138,0.25,440
39,3,2,39,0.166666666666667,440
39,4,2,39,0.4,440
39,4,3,39,0.2,440
234,4,3,234,0.4,440
49,3,2,49,0.166666666666667,440
200,5,2,200,0.333333333333333,440
197,4,3,197,0.333333333333333,440
158,4,3,158,0.142857142857143,440
139,5,3,139,0.333333333333333,440
104,4,3,104,0.166666666666667,440
104,5,3,104,0.2,440
104,5,4,104,0.5,440
203,5,3,203,0.2,441
75,4,1,75,0.333333333333333,441
83,2,1,83,0.2,441
83,3,1,83,0.111111111111111,441
83,3,2,83,0.111111111111111,441
83,4,3,83,0.142857142857143,441
138,4,3,138,0.333333333333333,441
234,4,2,234,0.166666666666667,441
197,4,2,197,0.111111111111111,441
197,4,3,197,0.25,441
144,3,2,144,0.25,441
144,4,2,144,0.2,441
226,3,2,226,0.5,441
226,5,2,226,0.2,441
226,5,3,226,0.166666666666667,441
226,5,4,226,0.142857142857143,441
225,4,2,225,0.25,441
94,3,2,94,0.333333333333333,441
158,3,2,158,0.2,441
160,5,3,160,0.25,441
162,5,4,162,0.142857142857143,441
119,4,3,119,1,441
104,5,4,104,0.2,441
204,5,4,204,0.25,441
47,4,3,47,0.5,441
174,5,4,174,0.125,441
46,2,1,46,0.5,442
75,4,1,75,0.25,442
75,5,1,75,0.333333333333333,442
144,2,1,144,0.166666666666667,442
226,5,2,226,0.25,442
83,2,1,83,0.2,442
165,4,1,165,0.25,442
197,4,3,197,0.5,442
93,4,3,93,0.142857142857143,442
93,5,4,93,0.4,442
225,5,3,225,0.333333333333333,442
234,4,3,234,0.5,442
138,5,4,138,0.2,442
183,4,3,183,0.0909090909090909,442
223,5,3,223,0.2,442
223,5,4,223,0.2,442
49,4,2,49,0.142857142857143,442
58,3,2,58,0.333333333333333,442
170,4,2,170,0.142857142857143,442
39,4,3,39,0.333333333333333,442
204,5,3,204,0.2,442
204,5,4,204,0.25,442
162,5,4,162,0.166666666666667,442
88,2,1,88,0.166666666666667,443
93,2,1,93,0.142857142857143,443
197,2,1,197,0.2,443
226,5,4,226,0.5,443
46,5,2,46,0.142857142857143,443
94,3,2,94,0.333333333333333,443
182,4,2,182,0.25,443
117,5,3,117,0.166666666666667,443
166,3,2,166,0.4,443
225,4,3,225,0.25,443
75,5,3,75,0.25,443
234,4,3,234,0.142857142857143,443
47,4,2,47,0.142857142857143,443
138,5,4,138,0.125,443
178,3,2,178,0.25,443
58,3,2,58,0.166666666666667,443
223,5,4,223,0.142857142857143,443
81,4,3,81,0.125,443
104,4,3,104,0.166666666666667,443
104,5,4,104,0.2,443
119,4,3,119,0.333333333333333,443
46,2,1,46,0.333333333333333,444
66,3,1,66,0.166666666666667,444
226,4,1,226,0.333333333333333,444
226,5,3,226,0.5,444
138,4,2,138,0.2,444
144,3,2,144,0.2,444
144,5,2,144,0.25,444
144,5,3,144,0.166666666666667,444
39,3,2,39,0.142857142857143,444
39,4,3,39,0.4,444
166,3,2,166,0.333333333333333,444
223,4,2,223,0.166666666666667,444
223,5,2,223,0.142857142857143,444
47,4,3,47,0.2,444
49,4,3,49,0.2,444
117,3,2,117,0.25,444
160,5,3,160,0.142857142857143,444
104,5,3,104,0.2,444
81,4,3,81,0.142857142857143,444
162,5,4,162,0.2,444
111,5,4,111,0.2,444
90,5,4,90,1,444
75,5,1,75,0.166666666666667,445
75,3,2,75,0.25,445
75,5,2,75,0.4,445
177,5,1,177,0.111111111111111,445
183,4,1,183,0.2,445
226,5,1,226,0.2,445
226,4,3,226,0.166666666666667,445
226,5,4,226,0.25,445
144,3,1,144,0.125,445
144,4,1,144,0.166666666666667,445
138,3,2,138,0.25,445
138,4,2,138,0.142857142857143,445
138,4,3,138,0.285714285714286,445
234,4,2,234,0.142857142857143,445
234,4,3,234,0.25,445
139,5,2,139,0.2,445
158,3,2,158,0.25,445
158,4,2,158,0.2,445
170,4,2,170,0.166666666666667,445
223,3,2,223,0.25,445
121,4,3,121,0.25,445
81,4,3,81,0.25,445
39,4,3,39,0.166666666666667,445
79,5,3,79,0.25,445
116,5,4,116,0.2,445
160,5,3,160,0.166666666666667,445
46,4,1,46,0.166666666666667,446
46,4,2,46,0.142857142857143,446
46,4,3,46,0.111111111111111,446
93,2,1,93,0.2,446
93,5,1,93,0.2,446
93,5,2,93,0.2,446
93,5,4,93,0.25,446
83,2,1,83,0.333333333333333,446
83,3,1,83,0.166666666666667,446
83,4,1,83,0.333333333333333,446
83,4,2,83,0.333333333333333,446
197,3,2,197,0.2,446
75,3,2,75,0.333333333333333,446
225,2,1,225,1,446
225,3,1,225,0.5,446
225,3,2,225,0.5,446
225,5,3,225,0.25,446
225,5,4,225,0.2,446
182,4,2,182,0.333333333333333,446
139,4,2,139,0.25,446
139,4,3,139,0.111111111111111,446
184,3,2,184,0.2,446
227,3,2,227,0.25,446
138,4,3,138,0.166666666666667,446
223,5,4,223,0.166666666666667,446
162,4,3,162,0.25,446
81,4,3,81,0.142857142857143,446
148,5,3,148,0.2,446
46,3,1,46,0.25,447
46,4,1,46,0.2,447
183,4,1,183,0.25,447
183,4,3,183,0.166666666666667,447
197,2,1,197,0.333333333333333,447
225,2,1,225,0.166666666666667,447
225,3,1,225,0.166666666666667,447
234,3,1,234,0.5,447
234,4,2,234,0.125,447
138,2,1,138,0.2,447
138,4,2,138,0.5,447
138,5,2,138,0.333333333333333,447
138,5,4,138,0.5,447
226,4,3,226,0.2,447
75,5,3,75,0.333333333333333,447
203,5,3,203,0.166666666666667,447
117,3,2,117,0.2,447
170,4,2,170,0.111111111111111,447
223,3,2,223,0.4,447
223,5,2,223,0.2,447
49,4,2,49,0.4,447
166,3,2,166,0.5,447
200,4,2,200,0.285714285714286,447
47,4,3,47,0.25,447
39,4,2,39,0.142857142857143,447
144,4,2,144,0.2,447
162,5,4,162,0.333333333333333,447
116,4,3,116,0.25,447
46,3,1,46,0.25,448
225,5,1,225,0.2,448
225,5,3,225,0.25,448
234,3,1,234,0.166666666666667,448
234,3,2,234,0.166666666666667,448
78,2,1,78,0.2,448
93,3,2,93,0.25,448
93,5,4,93,0.25,448
43,2,1,43,1,448
43,3,1,43,0.25,448
43,3,2,43,0.25,448
226,2,1,226,0.2,448
226,3,2,226,0.166666666666667,448
114,5,3,114,0.25,448
170,4,2,170,0.333333333333333,448
144,3,2,144,0.333333333333333,448
144,4,2,144,0.166666666666667,448
144,4,3,144,0.166666666666667,448
39,4,2,39,0.333333333333333,448
139,3,2,139,0.2,448
139,4,2,139,0.142857142857143,448
139,4,3,139,0.111111111111111,448
139,5,4,139,0.125,448
166,3,2,166,0.25,448
223,4,2,223,0.166666666666667,448
178,5,3,178,0.25,448
117,5,2,117,1,448
162,5,4,162,0.125,448
121,4,3,121,0.166666666666667,448
104,5,4,104,0.166666666666667,448
213,5,3,213,0.25,448
199,4,3,199,0.142857142857143,448
75,3,2,75,0.5,449
93,3,2,93,0.125,449
138,5,1,138,0.25,449
138,3,2,138,0.2,449
138,4,2,138,0.142857142857143,449
138,5,2,138,0.142857142857143,449
138,4,3,138,0.333333333333333,449
68,4,3,68,0.142857142857143,449
186,4,1,186,0.25,449
83,4,1,83,0.2,449
83,3,2,83,0.125,449
225,3,1,225,0.2,449
225,4,2,225,0.5,449
46,4,2,46,0.5,449
